Transaction Hash,Date,From,To,Value,DOT_USD,Symbol,Acquainted?
0x16d27d47d92011c88c61857a1d4c2806f9b05d034075e4ea2dd9466232262b9a,2022-05-30 00:00:00,Ecosystem,Grants,-300.0,-3788.93,ENS,1
0x580f4a60dac647cd046a152045ab587aae9bcc205e0a1df89b3f57c814bcb135,2022-05-30 00:00:00,Ecosystem,Grants,-2000.0,-2002.5,USDC,1
0x580f4a60dac647cd046a152045ab587aae9bcc205e0a1df89b3f57c814bcb135,2022-05-30 00:00:00,Ecosystem,Grants,-100.0,-1262.98,ENS,1
0x16d27d47d92011c88c61857a1d4c2806f9b05d034075e4ea2dd9466232262b9a,2022-05-30 13:06:02,Ecosystem,Grants,-3.0,-5992.92,ETH,1
0x6481f86b496191ec98fcf2c4241ddba641f29a825ba2b4d1024f198480d919bd,2022-06-05 00:00:00,Ecosystem,SIWE,-250000.0,-250202.69,USDC,1
0xc7ef4fbf4b8cf4ee7aa2b86e8831f32a02d1fc555a20e2ed3672d9e2b06f8ed5,2022-06-16 00:00:00,Ecosystem,Grants,-150.0,-1200.04,ENS,1
0xc7ef4fbf4b8cf4ee7aa2b86e8831f32a02d1fc555a20e2ed3672d9e2b06f8ed5,2022-06-16 00:00:00,Ecosystem,Grants,-1000.0,-1004.26,USDC,1
0x547ced72eb560313e66b51938a27c4393c706baa2fbfa100c6533ac119f9bd2b,2022-06-16 00:00:00,Ecosystem,Steward Compensation,-6000.0,-6025.59,USDC,1
0x547ced72eb560313e66b51938a27c4393c706baa2fbfa100c6533ac119f9bd2b,2022-06-16 00:00:00,Ecosystem,Steward Compensation,-2000.0,-2008.53,USDC,1
0x547ced72eb560313e66b51938a27c4393c706baa2fbfa100c6533ac119f9bd2b,2022-06-16 00:00:00,Ecosystem,Steward Compensation,-2000.0,-2008.53,USDC,1
0xb7777c681835fe3261648d69085ee441b5fc324a95aeebd8d72ce4a23202f8f0,2022-06-16 00:00:00,Ecosystem,Grants,-100.0,-800.02,ENS,1
0xb7777c681835fe3261648d69085ee441b5fc324a95aeebd8d72ce4a23202f8f0,2022-06-16 06:48:19,Ecosystem,Grants,-1.0,-1067.1,ETH,1
0xd8a0754449941fc177f41946c7553c819eac0f0c2a6b3d312b57435e4a4d4a39,2022-07-02 00:00:00,Ecosystem,Hackathons,-5000.0,-5006.8,USDC,1
